"Ativo","Data","Patrim Liq| Em moeda orig| em milhares| consolid:sim*"
"HMOB3<XBSP>","4T2017","-"
"HMOB3<XBSP>","1T2018","-"
"HMOB3<XBSP>","2T2018","-"
"HMOB3<XBSP>","3T2018","-"
"HMOB3<XBSP>","4T2018","-"
"HMOB3<XBSP>","1T2019","-"
"HMOB3<XBSP>","2T2019","-"
"HMOB3<XBSP>","3T2019","-"
"HMOB3<XBSP>","4T2019","-"
"HMOB3<XBSP>","1T2020","-"
"HMOB3<XBSP>","2T2020","-"
"HMOB3<XBSP>","3T2020","-"
"HMOB3<XBSP>","4T2020","-"
"HMOB3<XBSP>","1T2021","-"
"HMOB3<XBSP>","2T2021","-"
"HMOB3<XBSP>","3T2021","-"
"HMOB3<XBSP>","4T2021",1909987
"HMOB3<XBSP>","1T2022",1876493
"HMOB3<XBSP>","2T2022",2289985
"HMOB3<XBSP>","3T2022",2318120
"HMOB3<XBSP>","4T2022",2210290
"HMOB3<XBSP>","1T2023",2211578
"HMOB3<XBSP>","2T2023",2232612
"HMOB3<XBSP>","3T2023",2263879
"HMOB3<XBSP>","4T2023",2335854
"HMOB3<XBSP>","1T2024",2283480
"HMOB3<XBSP>","2T2024",2360233
"HOOT3<XBSP>","1T2010",-30447
"HOOT3<XBSP>","2T2010",-37634
"HOOT3<XBSP>","3T2010",-41304
"HOOT3<XBSP>","4T2010",-41609
"HOOT3<XBSP>","1T2011",-43663
"HOOT3<XBSP>","2T2011",-42259
"HOOT3<XBSP>","3T2011",-43798
"HOOT3<XBSP>","4T2011",-133220
"HOOT3<XBSP>","1T2012",-139295
"HOOT3<XBSP>","2T2012",-145383
"HOOT3<XBSP>","3T2012",-145990
"HOOT3<XBSP>","4T2012",-161109
"HOOT3<XBSP>","1T2013",-162874
"HOOT3<XBSP>","2T2013",-151767
"HOOT3<XBSP>","3T2013",-146024
"HOOT3<XBSP>","4T2013",-48916
"HOOT3<XBSP>","1T2014",-45616
"HOOT3<XBSP>","2T2014",-38133
"HOOT3<XBSP>","3T2014",-38270
"HOOT3<XBSP>","4T2014",-49748
"HOOT3<XBSP>","1T2015",-48173
"HOOT3<XBSP>","2T2015",-54745
"HOOT3<XBSP>","3T2015",-59570
"HOOT3<XBSP>","4T2015",-73566
"HOOT3<XBSP>","1T2016",-76893
"HOOT3<XBSP>","2T2016",-87265
"HOOT3<XBSP>","3T2016",-83027
"HOOT3<XBSP>","4T2016",-77789
"HOOT3<XBSP>","1T2017",-78813
"HOOT3<XBSP>","2T2017",-92047
"HOOT3<XBSP>","3T2017",-104328
"HOOT3<XBSP>","4T2017",-117904
"HOOT3<XBSP>","1T2018",-133651
"HOOT3<XBSP>","2T2018",-152175
"HOOT3<XBSP>","3T2018",-173478
"HOOT3<XBSP>","4T2018",-226262
"HOOT3<XBSP>","1T2019",-229360
"HOOT3<XBSP>","2T2019",-238345
"HOOT3<XBSP>","3T2019",-250296
"HOOT3<XBSP>","4T2019",-362893
"HOOT3<XBSP>","1T2020",-386385
"HOOT3<XBSP>","2T2020",-413079
"HOOT3<XBSP>","3T2020",-419584
"HOOT3<XBSP>","4T2020",-451016
"HOOT3<XBSP>","1T2021",-459831
"HOOT3<XBSP>","2T2021",-467762
"HOOT3<XBSP>","3T2021",-466395
"HOOT3<XBSP>","4T2021",-481518
"HOOT3<XBSP>","1T2022",-500821
"HOOT3<XBSP>","2T2022",-352149
"HOOT3<XBSP>","3T2022",-335350
"HOOT3<XBSP>","4T2022",-281060
"HOOT3<XBSP>","1T2023",-195447
"HOOT3<XBSP>","2T2023",-212115
"HOOT3<XBSP>","3T2023",-208906
"HOOT3<XBSP>","4T2023",-141530
"HOOT3<XBSP>","1T2024",-128896
"HOOT3<XBSP>","2T2024",-144385
"HOOT4<XBSP>","1T2010",-30447
"HOOT4<XBSP>","2T2010",-37634
"HOOT4<XBSP>","3T2010",-41304
"HOOT4<XBSP>","4T2010",-41609
"HOOT4<XBSP>","1T2011",-43663
"HOOT4<XBSP>","2T2011",-42259
"HOOT4<XBSP>","3T2011",-43798
"HOOT4<XBSP>","4T2011",-133220
"HOOT4<XBSP>","1T2012",-139295
"HOOT4<XBSP>","2T2012",-145383
"HOOT4<XBSP>","3T2012",-145990
"HOOT4<XBSP>","4T2012",-161109
"HOOT4<XBSP>","1T2013",-162874
"HOOT4<XBSP>","2T2013",-151767
"HOOT4<XBSP>","3T2013",-146024
"HOOT4<XBSP>","4T2013",-48916
"HOOT4<XBSP>","1T2014",-45616
"HOOT4<XBSP>","2T2014",-38133
"HOOT4<XBSP>","3T2014",-38270
"HOOT4<XBSP>","4T2014",-49748
"HOOT4<XBSP>","1T2015",-48173
"HOOT4<XBSP>","2T2015",-54745
"HOOT4<XBSP>","3T2015",-59570
"HOOT4<XBSP>","4T2015",-73566
"HOOT4<XBSP>","1T2016",-76893
"HOOT4<XBSP>","2T2016",-87265
"HOOT4<XBSP>","3T2016",-83027
"HOOT4<XBSP>","4T2016",-77789
"HOOT4<XBSP>","1T2017",-78813
"HOOT4<XBSP>","2T2017",-92047
"HOOT4<XBSP>","3T2017",-104328
"HOOT4<XBSP>","4T2017",-117904
"HOOT4<XBSP>","1T2018",-133651
"HOOT4<XBSP>","2T2018",-152175
"HOOT4<XBSP>","3T2018",-173478
"HOOT4<XBSP>","4T2018",-226262
"HOOT4<XBSP>","1T2019",-229360
"HOOT4<XBSP>","2T2019",-238345
"HOOT4<XBSP>","3T2019",-250296
"HOOT4<XBSP>","4T2019",-362893
"HOOT4<XBSP>","1T2020",-386385
"HOOT4<XBSP>","2T2020",-413079
"HOOT4<XBSP>","3T2020",-419584
"HOOT4<XBSP>","4T2020",-451016
"HOOT4<XBSP>","1T2021",-459831
"HOOT4<XBSP>","2T2021",-467762
"HOOT4<XBSP>","3T2021",-466395
"HOOT4<XBSP>","4T2021",-481518
"HOOT4<XBSP>","1T2022",-500821
"HOOT4<XBSP>","2T2022",-352149
"HOOT4<XBSP>","3T2022",-335350
"HOOT4<XBSP>","4T2022",-281060
"HOOT4<XBSP>","1T2023",-195447
"HOOT4<XBSP>","2T2023",-212115
"HOOT4<XBSP>","3T2023",-208906
"HOOT4<XBSP>","4T2023",-141530
"HOOT4<XBSP>","1T2024",-128896
"HOOT4<XBSP>","2T2024",-144385
"HYPE3<XBSP>","1T2010",3503487
"HYPE3<XBSP>","2T2010",4919621
"HYPE3<XBSP>","3T2010",5001790
"HYPE3<XBSP>","4T2010",5059091
"HYPE3<XBSP>","1T2011",6737438
"HYPE3<XBSP>","2T2011",6784008
"HYPE3<XBSP>","3T2011",6596675
"HYPE3<XBSP>","4T2011",6645934
"HYPE3<XBSP>","1T2012",6691561
"HYPE3<XBSP>","2T2012",6668286
"HYPE3<XBSP>","3T2012",6740037
"HYPE3<XBSP>","4T2012",6868366
"HYPE3<XBSP>","1T2013",6976083
"HYPE3<XBSP>","2T2013",6934280
"HYPE3<XBSP>","3T2013",7017182
"HYPE3<XBSP>","4T2013",7078577
"HYPE3<XBSP>","1T2014",7154360
"HYPE3<XBSP>","2T2014",7286077
"HYPE3<XBSP>","3T2014",7405892
"HYPE3<XBSP>","4T2014",7475963
"HYPE3<XBSP>","1T2015",7567866
"HYPE3<XBSP>","2T2015",7680034
"HYPE3<XBSP>","3T2015",7750151
"HYPE3<XBSP>","4T2015",8030455
"HYPE3<XBSP>","1T2016",9040799
"HYPE3<XBSP>","2T2016",9067727
"HYPE3<XBSP>","3T2016",9033275
"HYPE3<XBSP>","4T2016",8810602
"HYPE3<XBSP>","1T2017",8521683
"HYPE3<XBSP>","2T2017",7849399
"HYPE3<XBSP>","3T2017",8035469
"HYPE3<XBSP>","4T2017",7737759
"HYPE3<XBSP>","1T2018",7910987
"HYPE3<XBSP>","2T2018",8062496
"HYPE3<XBSP>","3T2018",8172464
"HYPE3<XBSP>","4T2018",8267673
"HYPE3<XBSP>","1T2019",8425759
"HYPE3<XBSP>","2T2019",8557617
"HYPE3<XBSP>","3T2019",8641615
"HYPE3<XBSP>","4T2019",8710100
"HYPE3<XBSP>","1T2020",8788734
"HYPE3<XBSP>","2T2020",9055204
"HYPE3<XBSP>","3T2020",9295558
"HYPE3<XBSP>","4T2020",9240715
"HYPE3<XBSP>","1T2021",9349277
"HYPE3<XBSP>","2T2021",9589328
"HYPE3<XBSP>","3T2021",9680534
"HYPE3<XBSP>","4T2021",9826591
"HYPE3<XBSP>","1T2022",9892277
"HYPE3<XBSP>","2T2022",10208018
"HYPE3<XBSP>","3T2022",10492687
"HYPE3<XBSP>","4T2022",10645760
"HYPE3<XBSP>","1T2023",10805283
"HYPE3<XBSP>","2T2023",11047953
"HYPE3<XBSP>","3T2023",11388432
"HYPE3<XBSP>","4T2023",11504124
"HYPE3<XBSP>","1T2024",11711379
"HYPE3<XBSP>","2T2024",12014866
"IGSN3<XBSP>","1T2010","-"
"IGSN3<XBSP>","2T2010","-"
"IGSN3<XBSP>","3T2010","-"
"IGSN3<XBSP>","4T2010","-"
"IGSN3<XBSP>","1T2011","-"
"IGSN3<XBSP>","2T2011","-"
"IGSN3<XBSP>","3T2011","-"
"IGSN3<XBSP>","4T2011","-"
"IGSN3<XBSP>","1T2012","-"
"IGSN3<XBSP>","2T2012","-"
"IGSN3<XBSP>","3T2012","-"
"IGSN3<XBSP>","4T2012",228866
"IGSN3<XBSP>","1T2013",219682
"IGSN3<XBSP>","2T2013",230951
"IGSN3<XBSP>","3T2013",240715
"IGSN3<XBSP>","4T2013",249704
"IGSN3<XBSP>","1T2014",251624
"IGSN3<XBSP>","2T2014",256137
"IGSN3<XBSP>","3T2014",253168
"IGSN3<XBSP>","4T2014",268034
"IGSN3<XBSP>","1T2015",261867
"IGSN3<XBSP>","2T2015",262150
"IGSN3<XBSP>","3T2015",252824
"IGSN3<XBSP>","4T2015",204540
"IGSN3<XBSP>","1T2016",195404
"IGSN3<XBSP>","2T2016",183748
"IGSN3<XBSP>","3T2016",178598
"IGSN3<XBSP>","4T2016",130018
"IGSN3<XBSP>","1T2017",128519
"IGSN3<XBSP>","2T2017",129934
"IGSN3<XBSP>","3T2017",450254
"IGSN3<XBSP>","4T2017",449591
"IGSN3<XBSP>","1T2018",387445
"IGSN3<XBSP>","2T2018",395186
"IGSN3<XBSP>","3T2018",407340
"IGSN3<XBSP>","4T2018",637663
"IGSN3<XBSP>","1T2019",692778
"IGSN3<XBSP>","2T2019",748480
"IGSN3<XBSP>","3T2019",815254
"IGSN3<XBSP>","4T2019",827747
"IGSN3<XBSP>","1T2020",837905
"IGSN3<XBSP>","2T2020",822302
"IGSN3<XBSP>","3T2020",825555
"IGSN3<XBSP>","4T2020",804047
"IGSN3<XBSP>","1T2021",806164
"IGSN3<XBSP>","2T2021",1400852
"IGSN3<XBSP>","3T2021",2915653
"IGSN3<XBSP>","4T2021",2881948
"IGSN3<XBSP>","1T2022",3549079
"IGSN3<XBSP>","2T2022",3238723
"IGSN3<XBSP>","3T2022",3145653
"IGSN3<XBSP>","4T2022",3020198
"IGSN3<XBSP>","1T2023",3032860
"IGSN3<XBSP>","2T2023",2778876
"IGSN3<XBSP>","3T2023",2678071
"IGSN3<XBSP>","4T2023",2664023
"IGSN3<XBSP>","1T2024",2557056
"IGSN3<XBSP>","2T2024",2443683
"IGTI3<XBSP>","1T2010",1131973
"IGTI3<XBSP>","2T2010",1139351
"IGTI3<XBSP>","3T2010",1164418
"IGTI3<XBSP>","4T2010",1082255
"IGTI3<XBSP>","1T2011",1858749
"IGTI3<XBSP>","2T2011",1866131
"IGTI3<XBSP>","3T2011",1730284
"IGTI3<XBSP>","4T2011",1667036
"IGTI3<XBSP>","1T2012",1756840
"IGTI3<XBSP>","2T2012",1602011
"IGTI3<XBSP>","3T2012",1666492
"IGTI3<XBSP>","4T2012",1672318
"IGTI3<XBSP>","1T2013",1658321
"IGTI3<XBSP>","2T2013",1716832
"IGTI3<XBSP>","3T2013",1718473
"IGTI3<XBSP>","4T2013",1729075
"IGTI3<XBSP>","1T2014",1727235
"IGTI3<XBSP>","2T2014",1627260
"IGTI3<XBSP>","3T2014",1634408
"IGTI3<XBSP>","4T2014",1579260
"IGTI3<XBSP>","1T2015",1589334
"IGTI3<XBSP>","2T2015",1591154
"IGTI3<XBSP>","3T2015",1443127
"IGTI3<XBSP>","4T2015",1426890
"IGTI3<XBSP>","1T2016",1423237
"IGTI3<XBSP>","2T2016",1406840
"IGTI3<XBSP>","3T2016",1422112
"IGTI3<XBSP>","4T2016",1429392
"IGTI3<XBSP>","1T2017",1438764
"IGTI3<XBSP>","2T2017",1412191
"IGTI3<XBSP>","3T2017",1429212
"IGTI3<XBSP>","4T2017",1430727
"IGTI3<XBSP>","1T2018",1425773
"IGTI3<XBSP>","2T2018",1422534
"IGTI3<XBSP>","3T2018",1442249
"IGTI3<XBSP>","4T2018",1446318
"IGTI3<XBSP>","1T2019",1465944
"IGTI3<XBSP>","2T2019",1481160
"IGTI3<XBSP>","3T2019",1519494
"IGTI3<XBSP>","4T2019",1537454
"IGTI3<XBSP>","1T2020",1536133
"IGTI3<XBSP>","2T2020",1550502
"IGTI3<XBSP>","3T2020",1602909
"IGTI3<XBSP>","4T2020",1616700
"IGTI3<XBSP>","1T2021",1637236
"IGTI3<XBSP>","2T2021",1816278
"IGTI3<XBSP>","3T2021",1762143
"IGTI3<XBSP>","4T2021",3429378
"IGTI3<XBSP>","1T2022",3407797
"IGTI3<XBSP>","2T2022",3240756
"IGTI3<XBSP>","3T2022",4002907
"IGTI3<XBSP>","4T2022",4093329
"IGTI3<XBSP>","1T2023",4036494
"IGTI3<XBSP>","2T2023",4103430
"IGTI3<XBSP>","3T2023",4153346
"IGTI3<XBSP>","4T2023",4177323
"IGTI3<XBSP>","1T2024",4234482
"IGTI3<XBSP>","2T2024",4159620
"IGTI4<XBSP>","1T2010",1131973
"IGTI4<XBSP>","2T2010",1139351
"IGTI4<XBSP>","3T2010",1164418
"IGTI4<XBSP>","4T2010",1082255
"IGTI4<XBSP>","1T2011",1858749
"IGTI4<XBSP>","2T2011",1866131
"IGTI4<XBSP>","3T2011",1730284
"IGTI4<XBSP>","4T2011",1667036
"IGTI4<XBSP>","1T2012",1756840
"IGTI4<XBSP>","2T2012",1602011
"IGTI4<XBSP>","3T2012",1666492
"IGTI4<XBSP>","4T2012",1672318
"IGTI4<XBSP>","1T2013",1658321
"IGTI4<XBSP>","2T2013",1716832
"IGTI4<XBSP>","3T2013",1718473
"IGTI4<XBSP>","4T2013",1729075
"IGTI4<XBSP>","1T2014",1727235
"IGTI4<XBSP>","2T2014",1627260
"IGTI4<XBSP>","3T2014",1634408
"IGTI4<XBSP>","4T2014",1579260
"IGTI4<XBSP>","1T2015",1589334
"IGTI4<XBSP>","2T2015",1591154
"IGTI4<XBSP>","3T2015",1443127
"IGTI4<XBSP>","4T2015",1426890
"IGTI4<XBSP>","1T2016",1423237
"IGTI4<XBSP>","2T2016",1406840
"IGTI4<XBSP>","3T2016",1422112
"IGTI4<XBSP>","4T2016",1429392
"IGTI4<XBSP>","1T2017",1438764
"IGTI4<XBSP>","2T2017",1412191
"IGTI4<XBSP>","3T2017",1429212
"IGTI4<XBSP>","4T2017",1430727
"IGTI4<XBSP>","1T2018",1425773
"IGTI4<XBSP>","2T2018",1422534
"IGTI4<XBSP>","3T2018",1442249
"IGTI4<XBSP>","4T2018",1446318
"IGTI4<XBSP>","1T2019",1465944
"IGTI4<XBSP>","2T2019",1481160
"IGTI4<XBSP>","3T2019",1519494
"IGTI4<XBSP>","4T2019",1537454
"IGTI4<XBSP>","1T2020",1536133
"IGTI4<XBSP>","2T2020",1550502
"IGTI4<XBSP>","3T2020",1602909
"IGTI4<XBSP>","4T2020",1616700
"IGTI4<XBSP>","1T2021",1637236
"IGTI4<XBSP>","2T2021",1816278
"IGTI4<XBSP>","3T2021",1762143
"IGTI4<XBSP>","4T2021",3429378
"IGTI4<XBSP>","1T2022",3407797
"IGTI4<XBSP>","2T2022",3240756
"IGTI4<XBSP>","3T2022",4002907
"IGTI4<XBSP>","4T2022",4093329
"IGTI4<XBSP>","1T2023",4036494
"IGTI4<XBSP>","2T2023",4103430
"IGTI4<XBSP>","3T2023",4153346
"IGTI4<XBSP>","4T2023",4177323
"IGTI4<XBSP>","1T2024",4234482
"IGTI4<XBSP>","2T2024",4159620
"IGTI11<XBSP>","1T2010",1131973
"IGTI11<XBSP>","2T2010",1139351
"IGTI11<XBSP>","3T2010",1164418
"IGTI11<XBSP>","4T2010",1082255
"IGTI11<XBSP>","1T2011",1858749
"IGTI11<XBSP>","2T2011",1866131
"IGTI11<XBSP>","3T2011",1730284
"IGTI11<XBSP>","4T2011",1667036
"IGTI11<XBSP>","1T2012",1756840
"IGTI11<XBSP>","2T2012",1602011
"IGTI11<XBSP>","3T2012",1666492
"IGTI11<XBSP>","4T2012",1672318
"IGTI11<XBSP>","1T2013",1658321
"IGTI11<XBSP>","2T2013",1716832
"IGTI11<XBSP>","3T2013",1718473
"IGTI11<XBSP>","4T2013",1729075
"IGTI11<XBSP>","1T2014",1727235
"IGTI11<XBSP>","2T2014",1627260
"IGTI11<XBSP>","3T2014",1634408
"IGTI11<XBSP>","4T2014",1579260
"IGTI11<XBSP>","1T2015",1589334
"IGTI11<XBSP>","2T2015",1591154
"IGTI11<XBSP>","3T2015",1443127
"IGTI11<XBSP>","4T2015",1426890
"IGTI11<XBSP>","1T2016",1423237
"IGTI11<XBSP>","2T2016",1406840
"IGTI11<XBSP>","3T2016",1422112
"IGTI11<XBSP>","4T2016",1429392
"IGTI11<XBSP>","1T2017",1438764
"IGTI11<XBSP>","2T2017",1412191
"IGTI11<XBSP>","3T2017",1429212
"IGTI11<XBSP>","4T2017",1430727
"IGTI11<XBSP>","1T2018",1425773
"IGTI11<XBSP>","2T2018",1422534
"IGTI11<XBSP>","3T2018",1442249
"IGTI11<XBSP>","4T2018",1446318
"IGTI11<XBSP>","1T2019",1465944
"IGTI11<XBSP>","2T2019",1481160
"IGTI11<XBSP>","3T2019",1519494
"IGTI11<XBSP>","4T2019",1537454
"IGTI11<XBSP>","1T2020",1536133
"IGTI11<XBSP>","2T2020",1550502
"IGTI11<XBSP>","3T2020",1602909
"IGTI11<XBSP>","4T2020",1616700
"IGTI11<XBSP>","1T2021",1637236
"IGTI11<XBSP>","2T2021",1816278
"IGTI11<XBSP>","3T2021",1762143
"IGTI11<XBSP>","4T2021",3429378
"IGTI11<XBSP>","1T2022",3407797
"IGTI11<XBSP>","2T2022",3240756
"IGTI11<XBSP>","3T2022",4002907
"IGTI11<XBSP>","4T2022",4093329
"IGTI11<XBSP>","1T2023",4036494
"IGTI11<XBSP>","2T2023",4103430
"IGTI11<XBSP>","3T2023",4153346
"IGTI11<XBSP>","4T2023",4177323
"IGTI11<XBSP>","1T2024",4234482
"IGTI11<XBSP>","2T2024",4159620
"MEAL3<XBSP>","1T2010","-"
"MEAL3<XBSP>","2T2010","-"
"MEAL3<XBSP>","3T2010","-"
"MEAL3<XBSP>","4T2010","-"
"MEAL3<XBSP>","1T2011","-"
"MEAL3<XBSP>","2T2011","-"
"MEAL3<XBSP>","3T2011","-"
"MEAL3<XBSP>","4T2011","-"
"MEAL3<XBSP>","1T2012","-"
"MEAL3<XBSP>","2T2012","-"
"MEAL3<XBSP>","3T2012","-"
"MEAL3<XBSP>","4T2012","-"
"MEAL3<XBSP>","1T2013","-"
"MEAL3<XBSP>","2T2013","-"
"MEAL3<XBSP>","3T2013","-"
"MEAL3<XBSP>","4T2013","-"
"MEAL3<XBSP>","1T2014","-"
"MEAL3<XBSP>","2T2014","-"
"MEAL3<XBSP>","3T2014","-"
"MEAL3<XBSP>","4T2014",911072
"MEAL3<XBSP>","1T2015",962131
"MEAL3<XBSP>","2T2015",928611
"MEAL3<XBSP>","3T2015",991305
"MEAL3<XBSP>","4T2015",1192129
"MEAL3<XBSP>","1T2016",1129241
"MEAL3<XBSP>","2T2016",1093027
"MEAL3<XBSP>","3T2016",1108562
"MEAL3<XBSP>","4T2016",1030654
"MEAL3<XBSP>","1T2017",1010692
"MEAL3<XBSP>","2T2017",1028157
"MEAL3<XBSP>","3T2017",992817
"MEAL3<XBSP>","4T2017",996302
"MEAL3<XBSP>","1T2018",998224
"MEAL3<XBSP>","2T2018",1034289
"MEAL3<XBSP>","3T2018",1039147
"MEAL3<XBSP>","4T2018",1015218
"MEAL3<XBSP>","1T2019",913566
"MEAL3<XBSP>","2T2019",912500
"MEAL3<XBSP>","3T2019",954646
"MEAL3<XBSP>","4T2019",1145106
"MEAL3<XBSP>","1T2020",1230236
"MEAL3<XBSP>","2T2020",876643
"MEAL3<XBSP>","3T2020",1254132
"MEAL3<XBSP>","4T2020",1181400
"MEAL3<XBSP>","1T2021",1160481
"MEAL3<XBSP>","2T2021",1162713
"MEAL3<XBSP>","3T2021",1158051
"MEAL3<XBSP>","4T2021",1126686
"MEAL3<XBSP>","1T2022",1021497
"MEAL3<XBSP>","2T2022",1058590
"MEAL3<XBSP>","3T2022",1059710
"MEAL3<XBSP>","4T2022",1130789
"MEAL3<XBSP>","1T2023",1061971
"MEAL3<XBSP>","2T2023",1077957
"MEAL3<XBSP>","3T2023",1112256
"MEAL3<XBSP>","4T2023",1022851
"MEAL3<XBSP>","1T2024",1006165
"MEAL3<XBSP>","2T2024",1056910
"INNC3<XBSP>","1T2010","-"
"INNC3<XBSP>","2T2010","-"
"INNC3<XBSP>","3T2010","-"
"INNC3<XBSP>","4T2010","-"
"INNC3<XBSP>","1T2011","-"
"INNC3<XBSP>","2T2011","-"
"INNC3<XBSP>","3T2011","-"
"INNC3<XBSP>","4T2011","-"
"INNC3<XBSP>","1T2012","-"
"INNC3<XBSP>","2T2012","-"
"INNC3<XBSP>","3T2012","-"
"INNC3<XBSP>","4T2012","-"
"INNC3<XBSP>","1T2013","-"
"INNC3<XBSP>","2T2013","-"
"INNC3<XBSP>","3T2013","-"
"INNC3<XBSP>","4T2013","-"
"INNC3<XBSP>","1T2014","-"
"INNC3<XBSP>","2T2014","-"
"INNC3<XBSP>","3T2014","-"
"INNC3<XBSP>","4T2014","-"
"INNC3<XBSP>","1T2015","-"
"INNC3<XBSP>","2T2015","-"
"INNC3<XBSP>","3T2015","-"
"INNC3<XBSP>","4T2015","-"
"INNC3<XBSP>","1T2016","-"
"INNC3<XBSP>","2T2016","-"
"INNC3<XBSP>","3T2016","-"
"INNC3<XBSP>","4T2016","-"
"INNC3<XBSP>","1T2017","-"
"INNC3<XBSP>","2T2017","-"
"INNC3<XBSP>","3T2017","-"
"INNC3<XBSP>","4T2017","-"
"INNC3<XBSP>","1T2018","-"
"INNC3<XBSP>","2T2018","-"
"INNC3<XBSP>","3T2018",23483
"INNC3<XBSP>","4T2018",24500
"INNC3<XBSP>","1T2019",56293.404
"INNC3<XBSP>","2T2019",58136.227
"INNC3<XBSP>","3T2019",51072
"INNC3<XBSP>","4T2019",51749
"INNC3<XBSP>","1T2020",90935
"INNC3<XBSP>","2T2020",74822
"INNC3<XBSP>","3T2020",78435
"INNC3<XBSP>","4T2020",47937
"INNC3<XBSP>","1T2021",52707
"INNC3<XBSP>","2T2021",53802
"INNC3<XBSP>","3T2021",68611
"INNC3<XBSP>","4T2021",63320
"INNC3<XBSP>","1T2022",107950
"INNC3<XBSP>","2T2022",119846
"INNC3<XBSP>","3T2022",127468
"INNC3<XBSP>","4T2022",127109
"INNC3<XBSP>","1T2023",149154
"INNC3<XBSP>","2T2023",160596
"INNC3<XBSP>","3T2023",168780
"INNC3<XBSP>","4T2023",173112
"INNC3<XBSP>","1T2024",169935
"INNC3<XBSP>","2T2024",186201
"CATA3<XBSP>","1T2010",110327
"CATA3<XBSP>","2T2010",114005
"CATA3<XBSP>","3T2010",121012
"CATA3<XBSP>","4T2010",138259
"CATA3<XBSP>","1T2011",138864
"CATA3<XBSP>","2T2011",148174
"CATA3<XBSP>","3T2011",152395
"CATA3<XBSP>","4T2011",147024
"CATA3<XBSP>","1T2012",148233
"CATA3<XBSP>","2T2012",147904
"CATA3<XBSP>","3T2012",149573
"CATA3<XBSP>","4T2012",143750
"CATA3<XBSP>","1T2013",144219
"CATA3<XBSP>","2T2013",147232
"CATA3<XBSP>","3T2013",148915
"CATA3<XBSP>","4T2013",146976
"CATA3<XBSP>","1T2014",150241
"CATA3<XBSP>","2T2014",151167
"CATA3<XBSP>","3T2014",152624
"CATA3<XBSP>","4T2014",152469
"CATA3<XBSP>","1T2015",147837
"CATA3<XBSP>","2T2015",146086
"CATA3<XBSP>","3T2015",144985
"CATA3<XBSP>","4T2015",146024
"CATA3<XBSP>","1T2016",146300
"CATA3<XBSP>","2T2016",146206
"CATA3<XBSP>","3T2016",150592
"CATA3<XBSP>","4T2016",146574
"CATA3<XBSP>","1T2017",145543
"CATA3<XBSP>","2T2017",143453
"CATA3<XBSP>","3T2017",141622
"CATA3<XBSP>","4T2017",135566
"CATA3<XBSP>","1T2018",133404
"CATA3<XBSP>","2T2018",129737
"CATA3<XBSP>","3T2018",131487
"CATA3<XBSP>","4T2018",131555
"CATA3<XBSP>","1T2019",126202
"CATA3<XBSP>","2T2019",114428
"CATA3<XBSP>","3T2019",110724
"CATA3<XBSP>","4T2019",138554
"CATA3<XBSP>","1T2020",132750
"CATA3<XBSP>","2T2020",128108
"CATA3<XBSP>","3T2020",127391
"CATA3<XBSP>","4T2020",131810
"CATA3<XBSP>","1T2021",133094
"CATA3<XBSP>","2T2021",134025
"CATA3<XBSP>","3T2021",132169
"CATA3<XBSP>","4T2021",148322
"CATA3<XBSP>","1T2022",152285
"CATA3<XBSP>","2T2022",151659
"CATA3<XBSP>","3T2022",166737
"CATA3<XBSP>","4T2022",167742
"CATA3<XBSP>","1T2023",174391
"CATA3<XBSP>","2T2023",176428
"CATA3<XBSP>","3T2023",182662
"CATA3<XBSP>","4T2023",181623
"CATA3<XBSP>","1T2024",185074
"CATA3<XBSP>","2T2024",189832
"CATA4<XBSP>","1T2010",110327
"CATA4<XBSP>","2T2010",114005
"CATA4<XBSP>","3T2010",121012
"CATA4<XBSP>","4T2010",138259
"CATA4<XBSP>","1T2011",138864
"CATA4<XBSP>","2T2011",148174
"CATA4<XBSP>","3T2011",152395
"CATA4<XBSP>","4T2011",147024
"CATA4<XBSP>","1T2012",148233
"CATA4<XBSP>","2T2012",147904
"CATA4<XBSP>","3T2012",149573
"CATA4<XBSP>","4T2012",143750
"CATA4<XBSP>","1T2013",144219
"CATA4<XBSP>","2T2013",147232
"CATA4<XBSP>","3T2013",148915
"CATA4<XBSP>","4T2013",146976
"CATA4<XBSP>","1T2014",150241
"CATA4<XBSP>","2T2014",151167
"CATA4<XBSP>","3T2014",152624
"CATA4<XBSP>","4T2014",152469
"CATA4<XBSP>","1T2015",147837
"CATA4<XBSP>","2T2015",146086
"CATA4<XBSP>","3T2015",144985
"CATA4<XBSP>","4T2015",146024
"CATA4<XBSP>","1T2016",146300
"CATA4<XBSP>","2T2016",146206
"CATA4<XBSP>","3T2016",150592
"CATA4<XBSP>","4T2016",146574
"CATA4<XBSP>","1T2017",145543
"CATA4<XBSP>","2T2017",143453
"CATA4<XBSP>","3T2017",141622
"CATA4<XBSP>","4T2017",135566
"CATA4<XBSP>","1T2018",133404
"CATA4<XBSP>","2T2018",129737
"CATA4<XBSP>","3T2018",131487
"CATA4<XBSP>","4T2018",131555
"CATA4<XBSP>","1T2019",126202
"CATA4<XBSP>","2T2019",114428
"CATA4<XBSP>","3T2019",110724
"CATA4<XBSP>","4T2019",138554
"CATA4<XBSP>","1T2020",132750
"CATA4<XBSP>","2T2020",128108
"CATA4<XBSP>","3T2020",127391
"CATA4<XBSP>","4T2020",131810
"CATA4<XBSP>","1T2021",133094
"CATA4<XBSP>","2T2021",134025
