"Ativo","Data","Patrim Liq| Em moeda orig| em milhares| consolid:sim*"
"CEBR5<XBSP>","3T2010",370027
"CEBR5<XBSP>","4T2010",490000
"CEBR5<XBSP>","1T2011",477652
"CEBR5<XBSP>","2T2011",486856
"CEBR5<XBSP>","3T2011",522456
"CEBR5<XBSP>","4T2011",518315
"CEBR5<XBSP>","1T2012",535541
"CEBR5<XBSP>","2T2012",546007
"CEBR5<XBSP>","3T2012",553106
"CEBR5<XBSP>","4T2012",591862
"CEBR5<XBSP>","1T2013",318366
"CEBR5<XBSP>","2T2013",371453
"CEBR5<XBSP>","3T2013",465994
"CEBR5<XBSP>","4T2013",308344
"CEBR5<XBSP>","1T2014",235904
"CEBR5<XBSP>","2T2014",129733
"CEBR5<XBSP>","3T2014",106689
"CEBR5<XBSP>","4T2014",177084
"CEBR5<XBSP>","1T2015",112252
"CEBR5<XBSP>","2T2015",125586
"CEBR5<XBSP>","3T2015",208579
"CEBR5<XBSP>","4T2015",586636
"CEBR5<XBSP>","1T2016",539758
"CEBR5<XBSP>","2T2016",595170
"CEBR5<XBSP>","3T2016",578808
"CEBR5<XBSP>","4T2016",620362
"CEBR5<XBSP>","1T2017",562951
"CEBR5<XBSP>","2T2017",545720
"CEBR5<XBSP>","3T2017",581092
"CEBR5<XBSP>","4T2017",632979
"CEBR5<XBSP>","1T2018",534290
"CEBR5<XBSP>","2T2018",706461
"CEBR5<XBSP>","3T2018",643439
"CEBR5<XBSP>","4T2018",587113
"CEBR5<XBSP>","1T2019",552346
"CEBR5<XBSP>","2T2019",391531
"CEBR5<XBSP>","3T2019",450980
"CEBR5<XBSP>","4T2019",783986
"CEBR5<XBSP>","1T2020",794301
"CEBR5<XBSP>","2T2020",707881
"CEBR5<XBSP>","3T2020",848831
"CEBR5<XBSP>","4T2020",678769
"CEBR5<XBSP>","1T2021",1855709
"CEBR5<XBSP>","2T2021",1872530
"CEBR5<XBSP>","3T2021",1903815
"CEBR5<XBSP>","4T2021",829002
"CEBR5<XBSP>","1T2022",868046
"CEBR5<XBSP>","2T2022",928570
"CEBR5<XBSP>","3T2022",962556
"CEBR5<XBSP>","4T2022",977096
"CEBR5<XBSP>","1T2023",1029470
"CEBR5<XBSP>","2T2023",1003463
"CEBR5<XBSP>","3T2023",1045455
"CEBR5<XBSP>","4T2023",1008340
"CEBR5<XBSP>","1T2024",1051844
"CEBR5<XBSP>","2T2024",1027527
"CEBR6<XBSP>","1T2010",370623
"CEBR6<XBSP>","2T2010",346402
"CEBR6<XBSP>","3T2010",370027
"CEBR6<XBSP>","4T2010",490000
"CEBR6<XBSP>","1T2011",477652
"CEBR6<XBSP>","2T2011",486856
"CEBR6<XBSP>","3T2011",522456
"CEBR6<XBSP>","4T2011",518315
"CEBR6<XBSP>","1T2012",535541
"CEBR6<XBSP>","2T2012",546007
"CEBR6<XBSP>","3T2012",553106
"CEBR6<XBSP>","4T2012",591862
"CEBR6<XBSP>","1T2013",318366
"CEBR6<XBSP>","2T2013",371453
"CEBR6<XBSP>","3T2013",465994
"CEBR6<XBSP>","4T2013",308344
"CEBR6<XBSP>","1T2014",235904
"CEBR6<XBSP>","2T2014",129733
"CEBR6<XBSP>","3T2014",106689
"CEBR6<XBSP>","4T2014",177084
"CEBR6<XBSP>","1T2015",112252
"CEBR6<XBSP>","2T2015",125586
"CEBR6<XBSP>","3T2015",208579
"CEBR6<XBSP>","4T2015",586636
"CEBR6<XBSP>","1T2016",539758
"CEBR6<XBSP>","2T2016",595170
"CEBR6<XBSP>","3T2016",578808
"CEBR6<XBSP>","4T2016",620362
"CEBR6<XBSP>","1T2017",562951
"CEBR6<XBSP>","2T2017",545720
"CEBR6<XBSP>","3T2017",581092
"CEBR6<XBSP>","4T2017",632979
"CEBR6<XBSP>","1T2018",534290
"CEBR6<XBSP>","2T2018",706461
"CEBR6<XBSP>","3T2018",643439
"CEBR6<XBSP>","4T2018",587113
"CEBR6<XBSP>","1T2019",552346
"CEBR6<XBSP>","2T2019",391531
"CEBR6<XBSP>","3T2019",450980
"CEBR6<XBSP>","4T2019",783986
"CEBR6<XBSP>","1T2020",794301
"CEBR6<XBSP>","2T2020",707881
"CEBR6<XBSP>","3T2020",848831
"CEBR6<XBSP>","4T2020",678769
"CEBR6<XBSP>","1T2021",1855709
"CEBR6<XBSP>","2T2021",1872530
"CEBR6<XBSP>","3T2021",1903815
"CEBR6<XBSP>","4T2021",829002
"CEBR6<XBSP>","1T2022",868046
"CEBR6<XBSP>","2T2022",928570
"CEBR6<XBSP>","3T2022",962556
"CEBR6<XBSP>","4T2022",977096
"CEBR6<XBSP>","1T2023",1029470
"CEBR6<XBSP>","2T2023",1003463
"CEBR6<XBSP>","3T2023",1045455
"CEBR6<XBSP>","4T2023",1008340
"CEBR6<XBSP>","1T2024",1051844
"CEBR6<XBSP>","2T2024",1027527
"CEDO3<XBSP>","1T2010",278642
"CEDO3<XBSP>","2T2010",287122
"CEDO3<XBSP>","3T2010",289864
"CEDO3<XBSP>","4T2010",284074
"CEDO3<XBSP>","1T2011",291699
"CEDO3<XBSP>","2T2011",290838
"CEDO3<XBSP>","3T2011",293677
"CEDO3<XBSP>","4T2011",289520
"CEDO3<XBSP>","1T2012",289556
"CEDO3<XBSP>","2T2012",285098
"CEDO3<XBSP>","3T2012",287231
"CEDO3<XBSP>","4T2012",297116
"CEDO3<XBSP>","1T2013",297284
"CEDO3<XBSP>","2T2013",299108
"CEDO3<XBSP>","3T2013",305163
"CEDO3<XBSP>","4T2013",303904
"CEDO3<XBSP>","1T2014",301148
"CEDO3<XBSP>","2T2014",302038
"CEDO3<XBSP>","3T2014",301682
"CEDO3<XBSP>","4T2014",292282
"CEDO3<XBSP>","1T2015",287935
"CEDO3<XBSP>","2T2015",270030
"CEDO3<XBSP>","3T2015",235963
"CEDO3<XBSP>","4T2015",199150
"CEDO3<XBSP>","1T2016",175332
"CEDO3<XBSP>","2T2016",149479
"CEDO3<XBSP>","3T2016",132282
"CEDO3<XBSP>","4T2016",58874
"CEDO3<XBSP>","1T2017",44660
"CEDO3<XBSP>","2T2017",69548
"CEDO3<XBSP>","3T2017",84303
"CEDO3<XBSP>","4T2017",141578
"CEDO3<XBSP>","1T2018",141590
"CEDO3<XBSP>","2T2018",142504
"CEDO3<XBSP>","3T2018",133775
"CEDO3<XBSP>","4T2018",190187
"CEDO3<XBSP>","1T2019",170758
"CEDO3<XBSP>","2T2019",194661
"CEDO3<XBSP>","3T2019",185246
"CEDO3<XBSP>","4T2019",172634
"CEDO3<XBSP>","1T2020",161177
"CEDO3<XBSP>","2T2020",133686
"CEDO3<XBSP>","3T2020",126789
"CEDO3<XBSP>","4T2020",131148
"CEDO3<XBSP>","1T2021",133689
"CEDO3<XBSP>","2T2021",136914
"CEDO3<XBSP>","3T2021",138726
"CEDO3<XBSP>","4T2021",132680
"CEDO3<XBSP>","1T2022",121313
"CEDO3<XBSP>","2T2022",102805
"CEDO3<XBSP>","3T2022",117761
"CEDO3<XBSP>","4T2022",114730
"CEDO3<XBSP>","1T2023",130718
"CEDO3<XBSP>","2T2023",150812
"CEDO3<XBSP>","3T2023",185170
"CEDO3<XBSP>","4T2023",198484
"CEDO3<XBSP>","1T2024",213854
"CEDO3<XBSP>","2T2024",231462
"CEDO4<XBSP>","1T2010",278642
"CEDO4<XBSP>","2T2010",287122
"CEDO4<XBSP>","3T2010",289864
"CEDO4<XBSP>","4T2010",284074
"CEDO4<XBSP>","1T2011",291699
"CEDO4<XBSP>","2T2011",290838
"CEDO4<XBSP>","3T2011",293677
"CEDO4<XBSP>","4T2011",289520
"CEDO4<XBSP>","1T2012",289556
"CEDO4<XBSP>","2T2012",285098
"CEDO4<XBSP>","3T2012",287231
"CEDO4<XBSP>","4T2012",297116
"CEDO4<XBSP>","1T2013",297284
"CEDO4<XBSP>","2T2013",299108
"CEDO4<XBSP>","3T2013",305163
"CEDO4<XBSP>","4T2013",303904
"CEDO4<XBSP>","1T2014",301148
"CEDO4<XBSP>","2T2014",302038
"CEDO4<XBSP>","3T2014",301682
"CEDO4<XBSP>","4T2014",292282
"CEDO4<XBSP>","1T2015",287935
"CEDO4<XBSP>","2T2015",270030
"CEDO4<XBSP>","3T2015",235963
"CEDO4<XBSP>","4T2015",199150
"CEDO4<XBSP>","1T2016",175332
"CEDO4<XBSP>","2T2016",149479
"CEDO4<XBSP>","3T2016",132282
"CEDO4<XBSP>","4T2016",58874
"CEDO4<XBSP>","1T2017",44660
"CEDO4<XBSP>","2T2017",69548
"CEDO4<XBSP>","3T2017",84303
"CEDO4<XBSP>","4T2017",141578
"CEDO4<XBSP>","1T2018",141590
"CEDO4<XBSP>","2T2018",142504
"CEDO4<XBSP>","3T2018",133775
"CEDO4<XBSP>","4T2018",190187
"CEDO4<XBSP>","1T2019",170758
"CEDO4<XBSP>","2T2019",194661
"CEDO4<XBSP>","3T2019",185246
"CEDO4<XBSP>","4T2019",172634
"CEDO4<XBSP>","1T2020",161177
"CEDO4<XBSP>","2T2020",133686
"CEDO4<XBSP>","3T2020",126789
"CEDO4<XBSP>","4T2020",131148
"CEDO4<XBSP>","1T2021",133689
"CEDO4<XBSP>","2T2021",136914
"CEDO4<XBSP>","3T2021",138726
"CEDO4<XBSP>","4T2021",132680
"CEDO4<XBSP>","1T2022",121313
"CEDO4<XBSP>","2T2022",102805
"CEDO4<XBSP>","3T2022",117761
"CEDO4<XBSP>","4T2022",114730
"CEDO4<XBSP>","1T2023",130718
"CEDO4<XBSP>","2T2023",150812
"CEDO4<XBSP>","3T2023",185170
"CEDO4<XBSP>","4T2023",198484
"CEDO4<XBSP>","1T2024",213854
"CEDO4<XBSP>","2T2024",231462
"CEED3<XBSP>","1T2010",1966849
"CEED3<XBSP>","2T2010",1894690
"CEED3<XBSP>","3T2010",1796170
"CEED3<XBSP>","4T2010",1746833
"CEED3<XBSP>","1T2011",1759861
"CEED3<XBSP>","2T2011",1728845
"CEED3<XBSP>","3T2011",1675683
"CEED3<XBSP>","4T2011",1225918
"CEED3<XBSP>","1T2012",1320524
"CEED3<XBSP>","2T2012",1335480
"CEED3<XBSP>","3T2012",1277749
"CEED3<XBSP>","4T2012",1055154
"CEED3<XBSP>","1T2013",673977
"CEED3<XBSP>","2T2013",528990
"CEED3<XBSP>","3T2013",435830
"CEED3<XBSP>","4T2013",511341
"CEED3<XBSP>","1T2014",441336
"CEED3<XBSP>","2T2014",406171
"CEED3<XBSP>","3T2014",232937
"CEED3<XBSP>","4T2014",88009
"CEED3<XBSP>","1T2015",8952
"CEED3<XBSP>","2T2015",-10250
"CEED3<XBSP>","3T2015",-106467
"CEED3<XBSP>","4T2015",-483596
"CEED3<XBSP>","1T2016",-287858
"CEED3<XBSP>","2T2016",-434532
"CEED3<XBSP>","3T2016",-720443
"CEED3<XBSP>","4T2016",-1236010
"CEED3<XBSP>","1T2017",-1113461
"CEED3<XBSP>","2T2017",-1328507
"CEED3<XBSP>","3T2017",-1312230
"CEED3<XBSP>","4T2017",-1240478
"CEED3<XBSP>","1T2018",-1251219
"CEED3<XBSP>","2T2018",-1724543
"CEED3<XBSP>","3T2018",-2093182
"CEED3<XBSP>","4T2018",-2352441
"CEED3<XBSP>","1T2019",-2589949
"CEED3<XBSP>","2T2019",-2816969
"CEED3<XBSP>","3T2019",-3352113
"CEED3<XBSP>","4T2019",-3754557
"CEED3<XBSP>","1T2020",-4095113
"CEED3<XBSP>","2T2020",-4883564
"CEED3<XBSP>","3T2020",-5305957
"CEED3<XBSP>","4T2020",-5742894
"CEED3<XBSP>","1T2021",-5915241
"CEED3<XBSP>","2T2021",-2655539
"CEED3<XBSP>","3T2021",-3067672
"CEED3<XBSP>","4T2021",-2657840
"CEED3<XBSP>","1T2022",-2649073
"CEED3<XBSP>","2T2022",-2757922
"CEED3<XBSP>","3T2022",-2772017
"CEED3<XBSP>","4T2022",-2744657
"CEED3<XBSP>","1T2023",-2703520
"CEED3<XBSP>","2T2023",-2871728
"CEED3<XBSP>","3T2023",-2965536
"CEED3<XBSP>","4T2023",-3354636
"CEED3<XBSP>","1T2024",-3324776
"CEED3<XBSP>","2T2024",-3539613
"CEED4<XBSP>","1T2010",1966849
"CEED4<XBSP>","2T2010",1894690
"CEED4<XBSP>","3T2010",1796170
"CEED4<XBSP>","4T2010",1746833
"CEED4<XBSP>","1T2011",1759861
"CEED4<XBSP>","2T2011",1728845
"CEED4<XBSP>","3T2011",1675683
"CEED4<XBSP>","4T2011",1225918
"CEED4<XBSP>","1T2012",1320524
"CEED4<XBSP>","2T2012",1335480
"CEED4<XBSP>","3T2012",1277749
"CEED4<XBSP>","4T2012",1055154
"CEED4<XBSP>","1T2013",673977
"CEED4<XBSP>","2T2013",528990
"CEED4<XBSP>","3T2013",435830
"CEED4<XBSP>","4T2013",511341
"CEED4<XBSP>","1T2014",441336
"CEED4<XBSP>","2T2014",406171
"CEED4<XBSP>","3T2014",232937
"CEED4<XBSP>","4T2014",88009
"CEED4<XBSP>","1T2015",8952
"CEED4<XBSP>","2T2015",-10250
"CEED4<XBSP>","3T2015",-106467
"CEED4<XBSP>","4T2015",-483596
"CEED4<XBSP>","1T2016",-287858
"CEED4<XBSP>","2T2016",-434532
"CEED4<XBSP>","3T2016",-720443
"CEED4<XBSP>","4T2016",-1236010
"CEED4<XBSP>","1T2017",-1113461
"CEED4<XBSP>","2T2017",-1328507
"CEED4<XBSP>","3T2017",-1312230
"CEED4<XBSP>","4T2017",-1240478
"CEED4<XBSP>","1T2018",-1251219
"CEED4<XBSP>","2T2018",-1724543
"CEED4<XBSP>","3T2018",-2093182
"CEED4<XBSP>","4T2018",-2352441
"CEED4<XBSP>","1T2019",-2589949
"CEED4<XBSP>","2T2019",-2816969
"CEED4<XBSP>","3T2019",-3352113
"CEED4<XBSP>","4T2019",-3754557
"CEED4<XBSP>","1T2020",-4095113
"CEED4<XBSP>","2T2020",-4883564
"CEED4<XBSP>","3T2020",-5305957
"CEED4<XBSP>","4T2020",-5742894
"CEED4<XBSP>","1T2021",-5915241
"CEED4<XBSP>","2T2021",-2655539
"CEED4<XBSP>","3T2021",-3067672
"CEED4<XBSP>","4T2021",-2657840
"CEED4<XBSP>","1T2022",-2649073
"CEED4<XBSP>","2T2022",-2757922
"CEED4<XBSP>","3T2022",-2772017
"CEED4<XBSP>","4T2022",-2744657
"CEED4<XBSP>","1T2023",-2703520
"CEED4<XBSP>","2T2023",-2871728
"CEED4<XBSP>","3T2023",-2965536
"CEED4<XBSP>","4T2023",-3354636
"CEED4<XBSP>","1T2024",-3324776
"CEED4<XBSP>","2T2024",-3539613
"CGEE3<XBSP>","1T2010","-"
"CGEE3<XBSP>","2T2010","-"
"CGEE3<XBSP>","3T2010","-"
"CGEE3<XBSP>","4T2010","-"
"CGEE3<XBSP>","1T2011","-"
"CGEE3<XBSP>","2T2011","-"
"CGEE3<XBSP>","3T2011","-"
"CGEE3<XBSP>","4T2011","-"
"CGEE3<XBSP>","1T2012","-"
"CGEE3<XBSP>","2T2012","-"
"CGEE3<XBSP>","3T2012","-"
"CGEE3<XBSP>","4T2012","-"
"CGEE3<XBSP>","1T2013","-"
"CGEE3<XBSP>","2T2013","-"
"CGEE3<XBSP>","3T2013","-"
"CGEE3<XBSP>","4T2013","-"
"CGEE3<XBSP>","1T2014","-"
"CGEE3<XBSP>","2T2014","-"
"CGEE3<XBSP>","3T2014","-"
"CGEE3<XBSP>","4T2014","-"
"CGEE3<XBSP>","1T2015","-"
"CGEE3<XBSP>","2T2015","-"
"CGEE3<XBSP>","3T2015","-"
"CGEE3<XBSP>","4T2015","-"
"CGEE3<XBSP>","1T2016","-"
"CGEE3<XBSP>","2T2016","-"
"CGEE3<XBSP>","3T2016","-"
"CGEE3<XBSP>","4T2016","-"
"CGEE3<XBSP>","1T2017","-"
"CGEE3<XBSP>","2T2017","-"
"CGEE3<XBSP>","3T2017","-"
"CGEE3<XBSP>","4T2017","-"
"CGEE3<XBSP>","1T2018","-"
"CGEE3<XBSP>","2T2018","-"
"CGEE3<XBSP>","3T2018","-"
"CGEE3<XBSP>","4T2018","-"
"CGEE3<XBSP>","1T2019","-"
"CGEE3<XBSP>","2T2019","-"
"CGEE3<XBSP>","3T2019","-"
"CGEE3<XBSP>","4T2019","-"
"CGEE3<XBSP>","1T2020","-"
"CGEE3<XBSP>","2T2020","-"
"CGEE3<XBSP>","3T2020","-"
"CGEE3<XBSP>","4T2020","-"
"CGEE3<XBSP>","1T2021","-"
"CGEE3<XBSP>","2T2021","-"
"CGEE3<XBSP>","3T2021","-"
"CGEE3<XBSP>","4T2021",916451
"CGEE3<XBSP>","1T2022",979959
"CGEE3<XBSP>","2T2022",1005965
"CGEE3<XBSP>","3T2022",1046918
"CGEE3<XBSP>","4T2022",904911
"CGEE3<XBSP>","1T2023",857798
"CGEE3<XBSP>","2T2023",932452
"CGEE3<XBSP>","3T2023",1008476
"CGEE3<XBSP>","4T2023",964273
"CGEE3<XBSP>","1T2024",932980
"CGEE3<XBSP>","2T2024",882353
"CGEE4<XBSP>","1T2010","-"
"CGEE4<XBSP>","2T2010","-"
"CGEE4<XBSP>","3T2010","-"
"CGEE4<XBSP>","4T2010","-"
"CGEE4<XBSP>","1T2011","-"
"CGEE4<XBSP>","2T2011","-"
"CGEE4<XBSP>","3T2011","-"
"CGEE4<XBSP>","4T2011","-"
"CGEE4<XBSP>","1T2012","-"
"CGEE4<XBSP>","2T2012","-"
"CGEE4<XBSP>","3T2012","-"
"CGEE4<XBSP>","4T2012","-"
"CGEE4<XBSP>","1T2013","-"
"CGEE4<XBSP>","2T2013","-"
"CGEE4<XBSP>","3T2013","-"
"CGEE4<XBSP>","4T2013","-"
"CGEE4<XBSP>","1T2014","-"
"CGEE4<XBSP>","2T2014","-"
"CGEE4<XBSP>","3T2014","-"
"CGEE4<XBSP>","4T2014","-"
"CGEE4<XBSP>","1T2015","-"
"CGEE4<XBSP>","2T2015","-"
"CGEE4<XBSP>","3T2015","-"
"CGEE4<XBSP>","4T2015","-"
"CGEE4<XBSP>","1T2016","-"
"CGEE4<XBSP>","2T2016","-"
"CGEE4<XBSP>","3T2016","-"
"CGEE4<XBSP>","4T2016","-"
"CGEE4<XBSP>","1T2017","-"
"CGEE4<XBSP>","2T2017","-"
"CGEE4<XBSP>","3T2017","-"
"CGEE4<XBSP>","4T2017","-"
"CGEE4<XBSP>","1T2018","-"
"CGEE4<XBSP>","2T2018","-"
"CGEE4<XBSP>","3T2018","-"
"CGEE4<XBSP>","4T2018","-"
"CGEE4<XBSP>","1T2019","-"
"CGEE4<XBSP>","2T2019","-"
"CGEE4<XBSP>","3T2019","-"
"CGEE4<XBSP>","4T2019","-"
"CGEE4<XBSP>","1T2020","-"
"CGEE4<XBSP>","2T2020","-"
"CGEE4<XBSP>","3T2020","-"
"CGEE4<XBSP>","4T2020","-"
"CGEE4<XBSP>","1T2021","-"
"CGEE4<XBSP>","2T2021","-"
"CGEE4<XBSP>","3T2021","-"
"CGEE4<XBSP>","4T2021",916451
"CGEE4<XBSP>","1T2022",979959
"CGEE4<XBSP>","2T2022",1005965
"CGEE4<XBSP>","3T2022",1046918
"CGEE4<XBSP>","4T2022",904911
"CGEE4<XBSP>","1T2023",857798
"CGEE4<XBSP>","2T2023",932452
"CGEE4<XBSP>","3T2023",1008476
"CGEE4<XBSP>","4T2023",964273
"CGEE4<XBSP>","1T2024",932980
"CGEE4<XBSP>","2T2024",882353
"CEGR3<XBSP>","1T2010",651717
"CEGR3<XBSP>","2T2010",634594
"CEGR3<XBSP>","3T2010",718200
"CEGR3<XBSP>","4T2010",750563
"CEGR3<XBSP>","1T2011",789196
"CEGR3<XBSP>","2T2011",793867
"CEGR3<XBSP>","3T2011",870639
"CEGR3<XBSP>","4T2011",867918
"CEGR3<XBSP>","1T2012",917979
"CEGR3<XBSP>","2T2012",812085
"CEGR3<XBSP>","3T2012",896030
"CEGR3<XBSP>","4T2012",885984
"CEGR3<XBSP>","1T2013",957218
"CEGR3<XBSP>","2T2013",828587
"CEGR3<XBSP>","3T2013",922580
"CEGR3<XBSP>","4T2013",951724
"CEGR3<XBSP>","1T2014",1009773
"CEGR3<XBSP>","2T2014",842964
"CEGR3<XBSP>","3T2014",928704
"CEGR3<XBSP>","4T2014",943805
"CEGR3<XBSP>","1T2015",1003438
"CEGR3<XBSP>","2T2015",989841
"CEGR3<XBSP>","3T2015",1066876
"CEGR3<XBSP>","4T2015",1073910
"CEGR3<XBSP>","1T2016",1120232
"CEGR3<XBSP>","2T2016",1171511
"CEGR3<XBSP>","3T2016",1257488
"CEGR3<XBSP>","4T2016",1257864
"CEGR3<XBSP>","1T2017",1301067
"CEGR3<XBSP>","2T2017",1260857
"CEGR3<XBSP>","3T2017",1359011
"CEGR3<XBSP>","4T2017",1343913
"CEGR3<XBSP>","1T2018",1376923
"CEGR3<XBSP>","2T2018",1338512
"CEGR3<XBSP>","3T2018",1432859
"CEGR3<XBSP>","4T2018",1293337
"CEGR3<XBSP>","1T2019",1359676
"CEGR3<XBSP>","2T2019",1178831
"CEGR3<XBSP>","3T2019",1267850
"CEGR3<XBSP>","4T2019",913036
"CEGR3<XBSP>","1T2020",1001411
"CEGR3<XBSP>","2T2020",1075100
"CEGR3<XBSP>","3T2020",1180521
"CEGR3<XBSP>","4T2020",1194109
"CEGR3<XBSP>","1T2021",1267818
"CEGR3<XBSP>","2T2021",1121010
"CEGR3<XBSP>","3T2021",1261566
"CEGR3<XBSP>","4T2021",1020780
"CEGR3<XBSP>","1T2022",1084200
"CEGR3<XBSP>","2T2022",1159519
"CEGR3<XBSP>","3T2022",1315724
"CEGR3<XBSP>","4T2022",1152259
"CEGR3<XBSP>","1T2023",1227655
"CEGR3<XBSP>","2T2023",1197695
"CEGR3<XBSP>","3T2023",1401590
"CEGR3<XBSP>","4T2023",1389169
"CEGR3<XBSP>","1T2024",1452398
"CEGR3<XBSP>","2T2024",1349113
"CLSC3<XBSP>","1T2010",1879826
"CLSC3<XBSP>","2T2010",1917500
"CLSC3<XBSP>","3T2010",1907494
"CLSC3<XBSP>","4T2010",1940507
"CLSC3<XBSP>","1T2011",2056686
"CLSC3<XBSP>","2T2011",2124834
"CLSC3<XBSP>","3T2011",2173424
"CLSC3<XBSP>","4T2011",2174531
"CLSC3<XBSP>","1T2012",2258968
"CLSC3<XBSP>","2T2012",2173610
"CLSC3<XBSP>","3T2012",2038071
"CLSC3<XBSP>","4T2012",1900780
"CLSC3<XBSP>","1T2013",1596606
"CLSC3<XBSP>","2T2013",1714481
"CLSC3<XBSP>","3T2013",1927248
"CLSC3<XBSP>","4T2013",2137462
"CLSC3<XBSP>","1T2014",2064647
"CLSC3<XBSP>","2T2014",2122900
"CLSC3<XBSP>","3T2014",2160446
"CLSC3<XBSP>","4T2014",2343458
"CLSC3<XBSP>","1T2015",2399230
"CLSC3<XBSP>","2T2015",2405507
"CLSC3<XBSP>","3T2015",2348266
"CLSC3<XBSP>","4T2015",2224728
"CLSC3<XBSP>","1T2016",2250682
"CLSC3<XBSP>","2T2016",2067576
"CLSC3<XBSP>","3T2016",2189230
"CLSC3<XBSP>","4T2016",2075843
"CLSC3<XBSP>","1T2017",2177499
"CLSC3<XBSP>","2T2017",2078057
"CLSC3<XBSP>","3T2017",2137383
"CLSC3<XBSP>","4T2017",1842238
"CLSC3<XBSP>","1T2018",1896448
"CLSC3<XBSP>","2T2018",1968319
"CLSC3<XBSP>","3T2018",2010402
"CLSC3<XBSP>","4T2018",1800856
"CLSC3<XBSP>","1T2019",1879785
"CLSC3<XBSP>","2T2019",1926266
"CLSC3<XBSP>","3T2019",2025407
"CLSC3<XBSP>","4T2019",1407124
"CLSC3<XBSP>","1T2020",1551159
"CLSC3<XBSP>","2T2020",1611844
"CLSC3<XBSP>","3T2020",1692167
"CLSC3<XBSP>","4T2020",1984642
"CLSC3<XBSP>","1T2021",2183796
"CLSC3<XBSP>","2T2021",2283948
"CLSC3<XBSP>","3T2021",2459541
"CLSC3<XBSP>","4T2021",2621369
"CLSC3<XBSP>","1T2022",2846527
"CLSC3<XBSP>","2T2022",2899181
"CLSC3<XBSP>","3T2022",2933341
"CLSC3<XBSP>","4T2022",2883176
"CLSC3<XBSP>","1T2023",3055365
"CLSC3<XBSP>","2T2023",3201191
"CLSC3<XBSP>","3T2023",3187480
"CLSC3<XBSP>","4T2023",2932567
"CLSC3<XBSP>","1T2024",3120453
"CLSC3<XBSP>","2T2024",3354439
"CLSC4<XBSP>","1T2010",1879826
"CLSC4<XBSP>","2T2010",1917500
"CLSC4<XBSP>","3T2010",1907494
"CLSC4<XBSP>","4T2010",1940507
"CLSC4<XBSP>","1T2011",2056686
"CLSC4<XBSP>","2T2011",2124834
"CLSC4<XBSP>","3T2011",2173424
"CLSC4<XBSP>","4T2011",2174531
"CLSC4<XBSP>","1T2012",2258968
"CLSC4<XBSP>","2T2012",2173610
"CLSC4<XBSP>","3T2012",2038071
"CLSC4<XBSP>","4T2012",1900780
"CLSC4<XBSP>","1T2013",1596606
"CLSC4<XBSP>","2T2013",1714481
"CLSC4<XBSP>","3T2013",1927248
"CLSC4<XBSP>","4T2013",2137462
"CLSC4<XBSP>","1T2014",2064647
"CLSC4<XBSP>","2T2014",2122900
"CLSC4<XBSP>","3T2014",2160446
"CLSC4<XBSP>","4T2014",2343458
"CLSC4<XBSP>","1T2015",2399230
"CLSC4<XBSP>","2T2015",2405507
"CLSC4<XBSP>","3T2015",2348266
"CLSC4<XBSP>","4T2015",2224728
"CLSC4<XBSP>","1T2016",2250682
"CLSC4<XBSP>","2T2016",2067576
"CLSC4<XBSP>","3T2016",2189230
"CLSC4<XBSP>","4T2016",2075843
"CLSC4<XBSP>","1T2017",2177499
"CLSC4<XBSP>","2T2017",2078057
"CLSC4<XBSP>","3T2017",2137383
"CLSC4<XBSP>","4T2017",1842238
"CLSC4<XBSP>","1T2018",1896448
"CLSC4<XBSP>","2T2018",1968319
"CLSC4<XBSP>","3T2018",2010402
"CLSC4<XBSP>","4T2018",1800856
"CLSC4<XBSP>","1T2019",1879785
"CLSC4<XBSP>","2T2019",1926266
"CLSC4<XBSP>","3T2019",2025407
"CLSC4<XBSP>","4T2019",1407124
"CLSC4<XBSP>","1T2020",1551159
"CLSC4<XBSP>","2T2020",1611844
"CLSC4<XBSP>","3T2020",1692167
"CLSC4<XBSP>","4T2020",1984642
"CLSC4<XBSP>","1T2021",2183796
"CLSC4<XBSP>","2T2021",2283948
"CLSC4<XBSP>","3T2021",2459541
"CLSC4<XBSP>","4T2021",2621369
"CLSC4<XBSP>","1T2022",2846527
"CLSC4<XBSP>","2T2022",2899181
"CLSC4<XBSP>","3T2022",2933341
"CLSC4<XBSP>","4T2022",2883176
"CLSC4<XBSP>","1T2023",3055365
"CLSC4<XBSP>","2T2023",3201191
"CLSC4<XBSP>","3T2023",3187480
"CLSC4<XBSP>","4T2023",2932567
"CLSC4<XBSP>","1T2024",3120453
"CLSC4<XBSP>","2T2024",3354439
"GPAR3<XBSP>","1T2010",204461
"GPAR3<XBSP>","2T2010",123896
"GPAR3<XBSP>","3T2010",65480
"GPAR3<XBSP>","4T2010",-628385
"GPAR3<XBSP>","1T2011",-715685
"GPAR3<XBSP>","2T2011",-745969
"GPAR3<XBSP>","3T2011",-1062063
"GPAR3<XBSP>","4T2011",-1293946
"GPAR3<XBSP>","1T2012",-1489986
"GPAR3<XBSP>","2T2012",-2239093
"GPAR3<XBSP>","3T2012",-2123132
"GPAR3<XBSP>","4T2012",-2119139
"GPAR3<XBSP>","1T2013",-2178255
"GPAR3<XBSP>","2T2013",-2224874
"GPAR3<XBSP>","3T2013",-2079468
"GPAR3<XBSP>","4T2013",-2104789
"GPAR3<XBSP>","1T2014",-2381440
